frequency,recency,T,monetary_value
0,0.0,28.86,0.0
0,0.0,28.86,0.0
0,0.0,28.86,0.0
0,0.0,28.86,0.0
0,0.0,28.86,0.0
0,0.0,28.71,0.0
0,0.0,28.71,0.0
0,0.0,28.71,0.0
0,0.0,28.71,0.0
3,15.86,28.71,62.95
0,0.0,28.71,0.0
1,22.71,28.71,21.7
0,0.0,28.71,0.0
0,0.0,28.71,0.0
1,15.14,28.71,19.99
0,0.0,28.71,0.0
2,8.43,28.71,20.1
0,0.0,28.71,0.0
0,0.0,28.71,0.0
0,0.0,28.71,0.0
0,0.0,28.71,0.0
1,15.57,28.71,11.77
0,0.0,28.71,0.0
0,0.0,28.71,0.0
0,0.0,28.71,0.0
0,0.0,28.71,0.0
1,13.0,28.71,27.94
0,0.0,28.71,0.0
7,24.29,28.71,16.6
0,0.0,28.71,0.0
0,0.0,28.71,0.0
1,8.71,28.71,10.77
0,0.0,28.71,0.0
0,0.0,28.57,0.0
3,15.14,28.57,29.2
0,0.0,28.57,0.0
0,0.0,28.57,0.0
2,25.29,28.57,34.9
4,21.71,28.57,26.56
0,0.0,28.57,0.0
1,2.29,28.57,13.77
0,0.0,28.57,0.0
0,0.0,28.57,0.0
0,0.0,28.57,0.0
0,0.0,28.57,0.0
2,9.57,28.57,13.07
1,2.14,28.57,66.43
0,0.0,28.57,0.0
4,25.14,28.57,37.66
2,5.71,28.57,30.94
0,0.0,28.57,0.0
0,0.0,28.57,0.0
1,14.86,28.57,14.79
3,15.0,28.57,43.7
0,0.0,28.57,0.0
0,0.0,28.57,0.0
1,11.0,28.57,12.25
0,0.0,28.57,0.0
0,0.0,28.57,0.0
1,13.14,28.57,50.48
0,0.0,28.57,0.0
1,8.43,28.57,14.96
1,25.43,28.57,122.37
0,0.0,28.57,0.0
0,0.0,28.57,0.0
0,0.0,28.43,0.0
0,0.0,28.43,0.0
0,0.0,28.43,0.0
0,0.0,28.43,0.0
0,0.0,28.43,0.0
0,0.0,28.43,0.0
0,0.0,28.43,0.0
2,27.71,28.43,39.34
3,27.71,28.43,19.47
0,0.0,28.43,0.0
1,13.86,28.43,8.97
0,0.0,28.43,0.0
1,4.14,28.43,35.91
1,21.14,28.43,28.74
3,7.29,28.43,11.6
3,27.71,28.43,27.09
0,0.0,28.43,0.0
0,0.0,28.43,0.0
0,0.0,28.43,0.0
0,0.0,28.43,0.0
1,1.43,28.43,4.79
0,0.0,28.43,0.0
2,8.43,28.43,44.99
0,0.0,28.43,0.0
1,0.86,28.43,14.96
0,0.0,28.29,0.0
0,0.0,28.29,0.0
0,0.0,28.29,0.0
1,28.29,28.29,12.99
1,1.29,28.29,16.36
0,0.0,28.29,0.0
2,5.43,28.29,21.66
0,0.0,28.29,0.0
2,22.14,28.29,25.85
0,0.0,28.29,0.0
3,26.0,28.29,45.64
0,0.0,28.29,0.0
4,11.14,28.29,77.06
0,0.0,28.29,0.0
1,11.0,28.29,31.76
1,7.57,28.29,54.51
0,0.0,28.29,0.0
0,0.0,28.29,0.0
1,18.86,28.29,48.91
0,0.0,28.29,0.0
3,21.14,28.29,18.82
0,0.0,28.29,0.0
0,0.0,28.29,0.0
0,0.0,28.29,0.0
1,13.29,28.29,15.76
1,1.57,28.29,42.29
0,0.0,28.29,0.0
0,0.0,28.29,0.0
0,0.0,28.29,0.0
0,0.0,28.29,0.0
0,0.0,28.29,0.0
1,19.0,28.29,14.37
0,0.0,28.29,0.0
1,4.29,28.29,176.86
0,0.0,28.14,0.0
3,27.71,28.14,33.47
0,0.0,28.14,0.0
6,12.43,28.14,37.81
0,0.0,28.14,0.0
0,0.0,28.14,0.0
0,0.0,28.14,0.0
0,0.0,28.14,0.0
3,24.43,28.14,53.57
0,0.0,28.14,0.0
0,0.0,28.14,0.0
0,0.0,28.14,0.0
2,25.0,28.14,19.64
5,9.57,28.14,40.54
0,0.0,28.14,0.0
1,3.57,28.14,47.28
0,0.0,28.14,0.0
0,0.0,28.14,0.0
1,2.86,28.14,16.7
0,0.0,28.14,0.0
1,7.14,28.14,24.99
0,0.0,28.14,0.0
0,0.0,28.14,0.0
2,17.0,28.14,41.83
0,0.0,28.14,0.0
1,5.43,28.14,11.77
2,24.57,28.14,13.57
0,0.0,28.14,0.0
0,0.0,28.0,0.0
7,26.86,28.0,37.83
0,0.0,28.0,0.0
0,0.0,28.0,0.0
2,14.29,28.0,48.68
0,0.0,28.0,0.0
2,21.86,28.0,22.55
2,2.86,28.0,15.37
0,0.0,28.0,0.0
0,0.0,28.0,0.0
0,0.0,28.0,0.0
0,0.0,28.0,0.0
0,0.0,28.0,0.0
2,8.43,28.0,38.13
0,0.0,28.0,0.0
8,27.57,28.0,51.97
0,0.0,28.0,0.0
0,0.0,28.0,0.0
5,18.43,28.0,18.63
0,0.0,28.0,0.0
1,8.43,28.0,14.37
0,0.0,28.0,0.0
1,1.43,28.0,15.36
0,0.0,28.0,0.0
1,3.57,28.0,19.54
0,0.0,28.0,0.0
0,0.0,28.0,0.0
1,11.29,28.0,29.6
0,0.0,28.0,0.0
3,8.0,28.0,12.57
0,0.0,28.0,0.0
2,20.57,27.86,54.59
0,0.0,27.86,0.0
0,0.0,27.86,0.0
0,0.0,27.86,0.0
2,12.57,27.86,62.23
1,19.57,27.86,26.33
0,0.0,27.86,0.0
0,0.0,27.86,0.0
0,0.0,27.86,0.0
0,0.0,27.86,0.0
1,0.14,27.86,14.79
0,0.0,27.86,0.0
2,25.71,27.86,59.66
0,0.0,27.86,0.0
0,0.0,27.86,0.0
0,0.0,27.86,0.0
0,0.0,27.86,0.0
2,23.71,27.86,12.02
0,0.0,27.86,0.0
0,0.0,27.86,0.0
1,7.43,27.86,9.98
0,0.0,27.86,0.0
1,23.57,27.86,37.95
2,24.43,27.86,87.9
0,0.0,27.86,0.0
0,0.0,27.86,0.0
1,1.71,27.86,100.37
0,0.0,27.86,0.0
2,7.57,27.71,20.96
0,0.0,27.71,0.0
0,0.0,27.71,0.0
3,25.71,27.71,18.43
0,0.0,27.71,0.0
0,0.0,27.71,0.0
0,0.0,27.71,0.0
1,21.57,27.71,5.96
0,0.0,27.71,0.0
0,0.0,27.71,0.0
0,0.0,27.71,0.0
1,14.0,27.71,11.77
0,0.0,27.71,0.0
9,25.29,27.71,15.81
3,20.14,27.71,125.6
0,0.0,27.71,0.0
0,0.0,27.71,0.0
0,0.0,27.71,0.0
0,0.0,27.71,0.0
0,0.0,27.71,0.0
0,0.0,27.71,0.0
3,19.86,27.57,28.39
0,0.0,27.57,0.0
0,0.0,27.57,0.0
2,26.43,27.57,41.44
0,0.0,27.57,0.0
1,27.29,27.57,38.97
1,21.43,27.57,71.5
1,7.71,27.57,39.98
0,0.0,27.57,0.0
0,0.0,27.57,0.0
0,0.0,27.57,0.0
2,6.43,27.57,45.61
6,27.57,27.57,31.1
0,0.0,27.57,0.0
0,0.0,27.57,0.0
0,0.0,27.57,0.0
0,0.0,27.57,0.0
0,0.0,27.57,0.0
0,0.0,27.57,0.0
0,0.0,27.43,0.0
0,0.0,27.43,0.0
0,0.0,27.43,0.0
1,9.71,27.43,18.76
0,0.0,27.43,0.0
1,8.43,27.43,13.77
0,0.0,27.43,0.0
1,3.71,27.43,61.24
0,0.0,27.43,0.0
0,0.0,27.43,0.0
0,0.0,27.43,0.0
0,0.0,27.43,0.0
0,0.0,27.43,0.0
1,9.0,27.43,95.95
4,23.0,27.43,79.86
0,0.0,27.43,0.0
0,0.0,27.43,0.0
2,27.0,27.43,77.29
0,0.0,27.43,0.0
0,0.0,27.43,0.0
0,0.0,27.43,0.0
0,0.0,27.43,0.0
0,0.0,27.43,0.0
1,16.29,27.43,14.96
0,0.0,27.29,0.0
0,0.0,27.29,0.0
0,0.0,27.29,0.0
1,4.86,27.29,26.99
0,0.0,27.29,0.0
0,0.0,27.29,0.0
0,0.0,27.29,0.0
1,22.14,27.29,45.29
0,0.0,27.29,0.0
2,20.71,27.29,29.65
0,0.0,27.29,0.0
1,0.71,27.29,14.37
0,0.0,27.29,0.0
0,0.0,27.29,0.0
6,13.29,27.29,41.79
0,0.0,27.29,0.0
0,0.0,27.29,0.0
0,0.0,27.29,0.0
0,0.0,27.29,0.0
1,15.86,27.29,29.33
0,0.0,27.29,0.0
0,0.0,27.29,0.0
2,15.43,27.29,22.15
6,21.14,27.29,34.67
0,0.0,27.14,0.0
1,12.14,27.14,25.34
0,0.0,27.14,0.0
0,0.0,27.14,0.0
0,0.0,27.14,0.0
0,0.0,27.14,0.0
2,19.0,27.14,38.37
0,0.0,27.14,0.0
7,23.43,27.14,38.57
0,0.0,27.14,0.0
1,24.43,27.14,27.98
2,8.29,27.14,40.41
1,6.14,27.14,14.96
1,1.57,27.14,28.93
1,0.43,27.14,15.96
0,0.0,27.14,0.0
0,0.0,27.14,0.0
1,25.86,27.14,12.49
5,18.0,27.14,20.68
0,0.0,27.14,0.0
1,7.86,27.14,50.87
0,0.0,27.14,0.0
0,0.0,27.14,0.0
2,13.29,27.14,23.66
0,0.0,27.14,0.0
0,0.0,27.14,0.0
0,0.0,27.14,0.0
0,0.0,27.14,0.0
0,0.0,27.14,0.0
0,0.0,27.14,0.0
1,2.57,27.14,22.99
0,0.0,27.14,0.0
0,0.0,27.14,0.0
1,21.43,27.0,34.97
0,0.0,27.0,0.0
1,13.71,27.0,15.36
0,0.0,27.0,0.0
5,13.0,27.0,146.96
1,20.43,27.0,68.63
0,0.0,27.0,0.0
1,2.57,27.0,32.91
2,6.86,27.0,21.85
0,0.0,27.0,0.0
0,0.0,27.0,0.0
1,11.71,27.0,21.0
2,17.57,27.0,43.8
0,0.0,27.0,0.0
1,6.29,27.0,52.69
0,0.0,27.0,0.0
2,12.0,27.0,15.24
0,0.0,27.0,0.0
1,7.57,27.0,11.77
2,9.86,27.0,32.64
7,24.14,27.0,16.36
1,9.29,27.0,13.97
2,21.86,27.0,18.56
0,0.0,27.0,0.0
0,0.0,27.0,0.0
0,0.0,27.0,0.0
5,24.29,27.0,44.93
0,0.0,27.0,0.0
4,26.57,27.0,33.32
0,0.0,27.0,0.0
