idcase,depvar,ic_gc,ic_gr,ic_ec,ic_er,ic_hp,oc_gc,oc_gr,oc_ec,oc_er,oc_hp,income,agehed,rooms,region
492,gc,732.49,959.26,938.86,1044.0,1060.0,185.2,152.57,402.56,460.88,274.8,3,30,2,ncostl
493,gc,829.72,946.51,726.41,972.72,1188.9,176.63,164.61,497.77,413.51,205.02,4,65,2,ncostl
494,gc,708.34,799.75,641.71,891.47,850.8,150.39,142.01,376.56,407.38,156.85,3,65,5,ncostl
495,gc,984.84,1034.5,1002.8,1196.0,1185.8,201.15,184.27,649.53,575.85,286.82,7,30,5,ncostl
496,hp,1011.5,1257.2,1110.1,1223.9,1299.0,214.58,169.68,684.48,512.19,277.58,5,55,6,scostl
497,gc,763.27,888.14,788.58,1067.4,1032.8,189.92,152.4,461.64,402.0,194.76,2,45,5,valley
498,er,901.13,1088.1,943.63,1191.0,1156.3,216.58,188.38,549.8,519.21,248.66,3,50,3,scostl
499,gc,774.25,780.82,826.57,999.34,1059.9,165.5,165.25,415.85,406.95,158.55,4,25,7,ncostl
500,gc,704.06,1011.0,763.87,927.41,1061.0,157.36,178.79,518.29,432.01,227.38,5,40,7,mountn
501,gc,790.09,848.81,860.86,924.87,993.9,171.03,161.4,488.6,415.59,225.44,5,40,3,scostl
502,gc,955.13,1041.9,844.2,1030.2,1088.9,176.55,182.15,619.0,496.12,229.98,4,25,2,ncostl
503,er,681.53,956.84,811.17,904.07,951.18,155.1,137.64,394.76,402.01,220.6,7,55,2,valley
504,gc,826.07,737.22,677.61,992.89,1059.7,165.28,158.75,460.3,397.43,187.39,2,40,3,ncostl
505,gc,698.69,744.66,604.69,737.82,915.24,121.44,112.68,263.65,383.15,188.35,5,65,4,valley
506,gr,843.34,964.67,780.74,1148.7,1078.5,164.49,155.27,448.51,478.2,187.75,3,20,6,ncostl
507,gr,788.59,927.72,769.48,963.78,972.63,172.76,130.55,490.12,455.88,194.17,3,65,2,scostl
508,gc,654.73,841.65,759.06,832.32,807.37,142.69,140.29,393.68,369.4,243.6,2,25,4,ncostl
509,gc,635.25,936.49,625.77,937.28,1047.0,162.01,137.85,468.64,380.24,172.19,4,65,4,scostl
510,gc,825.13,998.26,864.37,1113.8,1160.7,191.62,156.58,528.77,491.57,271.1,4,25,4,mountn
511,er,611.2,822.17,688.72,785.01,802.44,133.27,108.39,346.85,344.07,179.33,6,30,7,scostl
512,gc,906.51,960.64,935.98,1044.0,1022.3,181.08,155.05,494.81,453.2,219.92,5,35,3,scostl
513,hp,695.97,1035.4,926.6,1033.8,966.85,169.91,147.46,471.39,431.74,249.63,4,40,5,valley
514,gc,753.61,941.4,692.86,1032.1,960.97,169.07,164.08,424.74,412.35,217.17,7,60,2,scostl
515,gr,804.17,971.13,829.89,1030.0,1001.1,190.42,160.17,523.28,449.83,213.92,4,50,2,valley
516,ec,801.67,906.72,731.85,1002.4,924.84,180.07,167.97,420.25,438.37,203.64,2,50,3,valley
517,gc,652.27,879.24,791.63,743.34,1070.0,162.28,140.65,430.74,337.76,197.17,4,25,4,ncostl
518,er,665.82,907.25,583.44,830.4,1003.2,134.31,138.1,430.63,302.24,154.89,5,50,2,scostl
519,gc,993.35,1258.1,1065.8,1037.5,1272.7,230.32,204.74,571.82,585.67,303.01,2,50,4,mountn
520,er,624.78,1107.5,905.93,1097.3,1109.7,158.19,182.48,552.24,456.23,204.39,7,30,6,mountn
521,gc,798.68,924.96,784.76,1092.1,1160.2,182.12,174.7,525.5,431.13,230.14,2,65,7,scostl
522,gc,848.43,1021.1,970.7,924.09,1082.5,170.96,145.18,487.82,391.43,229.15,4,40,5,scostl
523,gr,856.92,801.6,798.02,1002.4,995.99,168.26,146.89,365.67,393.87,221.22,3,60,3,mountn
524,gc,790.3,719.45,730.75,1007.8,915.5,153.51,119.22,410.45,333.8,192.93,4,45,5,valley
525,gc,890.01,903.6,727.38,762.02,989.96,179.41,154.23,507.31,448.55,220.6,3,40,3,scostl
526,gc,720.94,944.97,891.91,987.18,964.43,137.31,148.01,399.76,450.36,209.08,7,50,2,ncostl
527,gc,997.03,1207.6,1142.5,1340.3,1341.8,241.34,186.35,663.46,579.41,298.69,4,35,5,scostl
528,gr,723.33,819.04,760.98,788.01,1066.6,155.35,163.76,458.25,368.75,216.27,7,30,4,scostl
529,gc,778.98,968.37,808.76,1114.8,1057.6,162.87,149.5,506.75,396.57,210.79,2,40,2,scostl
530,gc,734.22,1027.3,861.73,1089.7,1150.3,157.59,159.74,493.21,424.91,245.32,6,45,2,valley
531,gc,803.19,772.82,935.56,984.76,1136.2,198.49,165.21,497.91,441.64,235.04,4,25,4,valley
532,gc,624.21,939.82,909.0,1054.7,1075.1,194.56,172.64,467.96,414.29,217.33,3,25,6,ncostl
533,gc,864.76,914.31,855.51,1181.3,1087.0,172.98,163.83,567.26,470.97,223.0,2,35,3,scostl
534,er,602.08,823.57,649.65,672.49,897.79,139.78,148.53,427.32,363.51,175.1,4,40,6,scostl
535,gr,671.48,726.86,635.93,879.38,879.12,149.37,137.89,378.42,463.47,163.68,5,30,7,valley
536,gc,840.22,986.2,956.76,1044.8,1125.6,213.32,157.89,561.76,433.02,254.94,7,55,2,valley
537,gr,854.19,910.98,821.35,942.46,1215.2,180.44,190.91,554.49,471.03,227.1,2,35,3,ncostl
538,gc,779.81,796.44,669.75,1022.1,964.88,158.06,125.43,543.19,412.76,209.57,2,20,3,scostl
539,gc,956.86,1145.4,943.94,931.56,1262.4,184.62,185.17,494.88,436.02,239.05,5,50,6,ncostl
540,gc,869.97,916.53,896.68,1044.3,947.46,181.72,160.16,536.55,435.32,207.88,4,50,6,scostl
541,gc,820.54,989.73,886.42,1088.8,1018.1,168.09,142.62,521.87,401.26,200.87,6,55,3,ncostl
542,gr,723.98,908.81,749.73,978.3,1096.3,182.26,162.77,409.43,417.97,232.07,7,65,6,ncostl
543,gc,731.92,767.55,706.94,869.86,1038.1,164.63,157.86,413.26,398.7,204.61,6,60,3,scostl
544,gc,557.55,783.22,598.84,855.27,890.27,131.43,120.49,452.71,390.5,211.49,4,25,2,mountn
545,gc,654.56,812.12,718.78,855.17,1015.2,150.98,123.86,398.42,335.08,227.39,5,40,5,scostl
546,er,846.49,986.91,997.64,843.41,1060.1,181.74,148.58,523.92,430.93,258.75,6,25,2,ncostl
547,gc,799.23,989.23,920.52,995.56,1157.8,196.52,204.26,509.1,469.26,247.0,6,20,7,ncostl
548,ec,908.12,913.96,900.27,1063.4,1043.3,212.34,171.07,559.23,471.42,238.43,6,45,3,scostl
549,gc,517.98,685.72,568.59,655.75,852.77,85.217,97.395,324.84,237.93,168.14,3,30,4,mountn
550,gc,708.01,904.56,736.89,991.81,1023.1,172.18,168.79,537.99,483.98,235.1,5,50,2,scostl
551,gc,877.38,1030.9,887.12,920.16,1128.3,199.89,141.17,462.3,425.92,245.89,2,40,5,ncostl
552,gr,1001.8,1126.9,1049.3,1283.2,1371.4,239.64,189.13,561.55,497.38,267.87,5,40,7,scostl
553,gc,827.2,871.68,859.75,1071.6,1146.3,184.8,172.06,445.28,459.96,242.08,3,40,3,valley
554,gr,525.81,768.48,588.5,712.29,710.59,109.99,107.03,237.44,304.18,189.58,4,65,6,ncostl
555,gc,805.45,1018.7,841.76,1117.2,998.25,188.85,155.08,478.29,484.97,228.51,3,45,4,ncostl
556,ec,710.17,784.4,733.65,838.46,872.84,140.31,147.24,406.22,373.53,172.77,3,40,2,scostl
557,gc,727.54,1017.4,889.82,877.19,953.84,159.31,143.14,480.22,409.1,233.23,4,65,3,ncostl
558,gr,736.68,951.14,734.35,840.64,1096.1,125.39,136.15,461.46,419.6,227.43,3,50,2,valley
559,gr,752.36,971.81,811.63,1044.6,936.85,172.18,181.96,437.5,464.97,236.05,3,65,6,scostl
560,gc,757.28,803.59,747.37,1017.1,1009.7,145.55,134.8,406.88,374.01,207.69,4,40,6,valley
561,gc,883.47,988.4,863.01,1025.4,1045.2,175.87,156.32,453.23,457.83,249.66,2,20,5,ncostl
562,gr,743.41,919.35,851.71,885.46,1188.4,147.6,166.56,399.06,401.93,210.69,2,40,6,mountn
563,gc,844.66,999.01,902.7,1098.5,1302.3,210.42,189.14,563.82,479.2,275.79,4,60,2,ncostl
564,gc,895.04,1029.5,827.14,1136.9,1165.4,204.21,176.57,554.1,475.1,259.19,7,40,7,ncostl
565,gc,746.14,1036.7,818.35,913.86,1091.4,178.24,142.19,444.71,465.0,228.51,7,20,4,ncostl
566,gc,726.52,924.26,824.45,1116.1,1224.9,183.02,142.09,482.48,383.77,226.42,7,40,3,valley
567,gc,736.15,928.42,825.25,1034.7,1110.1,175.32,137.26,499.37,438.76,228.93,5,35,7,ncostl
568,gc,916.82,1042.4,946.03,1181.2,1344.0,222.62,175.92,627.4,503.12,254.03,2,60,6,ncostl
569,gc,971.48,1134.7,1064.9,1259.1,1327.3,198.24,165.66,611.81,505.07,273.29,3,35,2,valley
570,hp,569.68,682.07,628.12,593.72,760.93,115.49,77.863,344.65,384.94,154.18,3,55,2,mountn
571,gr,780.76,811.08,925.92,861.54,1069.2,182.4,152.61,466.8,383.03,219.56,7,20,3,ncostl
572,gc,896.0,1017.4,969.47,1131.5,1199.9,199.36,173.99,583.8,471.37,276.45,5,55,6,scostl
573,gr,887.9,899.99,815.37,951.67,1105.6,167.08,190.97,458.85,472.2,224.25,4,35,3,scostl
574,gc,856.17,1071.5,1000.0,1048.2,1079.7,190.45,162.04,449.67,419.46,221.72,5,65,2,ncostl
575,gc,919.57,1013.4,919.02,1037.0,1136.4,156.25,143.63,527.27,414.96,203.11,2,60,5,scostl
576,gc,605.18,606.7,766.1,757.2,861.97,168.55,137.43,369.33,288.13,190.29,6,40,5,ncostl
577,gc,672.3,751.91,846.55,810.7,989.61,148.63,120.75,369.28,443.54,203.29,3,35,6,scostl
578,ec,691.06,762.96,700.38,934.52,898.96,174.21,120.1,392.54,395.83,195.52,6,60,6,scostl
579,gc,896.39,1053.5,799.33,993.46,1161.6,200.66,173.81,535.26,521.85,231.55,2,35,7,mountn
580,gc,630.94,675.67,659.25,1015.9,866.1,157.65,147.04,384.05,359.44,182.0,7,65,2,valley
581,gr,611.98,709.22,724.91,683.67,787.88,144.17,133.3,358.76,323.18,164.86,4,65,4,scostl
582,ec,920.07,949.4,943.57,1081.9,1076.3,198.1,162.1,451.49,430.16,242.62,4,30,7,valley
583,gc,673.76,798.24,687.8,797.03,1022.8,163.52,151.16,391.04,420.65,205.16,6,25,3,ncostl
584,er,897.86,1163.6,1003.5,956.89,1241.6,209.7,172.71,525.14,515.94,267.42,6,35,4,mountn
585,er,798.79,885.19,852.25,1008.5,1019.5,175.54,152.68,410.02,395.87,242.74,3,45,7,mountn
586,gr,853.31,1160.8,991.77,1122.2,1264.2,165.23,185.63,533.47,524.81,229.48,4,65,7,mountn
587,gc,675.49,760.82,870.9,886.29,1056.2,166.62,176.97,432.52,401.39,198.16,7,20,3,scostl
588,gc,693.2,691.85,607.29,910.01,798.76,132.81,115.26,377.67,364.05,165.97,7,60,7,ncostl
589,gc,707.06,880.76,799.1,1002.9,975.85,167.93,157.28,468.58,418.11,214.65,4,25,2,ncostl
590,gc,895.24,1177.1,933.87,1130.3,1248.6,220.64,168.83,599.41,481.66,260.81,4,35,7,mountn
591,gr,636.36,946.1,667.37,1063.5,873.13,137.14,131.21,376.62,355.55,230.35,4,30,5,scostl
592,ec,951.08,999.54,923.39,1029.4,1135.8,183.22,153.84,454.02,487.44,227.4,2,30,4,scostl
593,gr,783.49,907.25,734.34,925.1,1012.7,168.37,139.28,510.35,405.8,227.51,3,35,7,valley
594,gc,669.9,845.4,753.73,893.56,917.79,167.26,129.36,504.34,353.22,195.21,5,45,3,ncostl
595,gc,592.06,699.12,596.48,1005.7,894.46,151.29,119.72,426.01,352.71,159.92,2,50,3,scostl
596,gc,735.59,875.56,694.29,1040.7,1266.7,169.54,142.39,435.99,338.0,168.24,5,60,3,ncostl
597,gc,878.73,1003.6,901.7,1087.1,1229.2,186.68,169.69,486.9,561.6,272.62,6,60,7,scostl
598,gc,842.25,1036.3,909.99,1079.1,1153.9,208.55,175.98,500.3,468.7,217.05,4,55,2,scostl
599,gc,854.32,1138.7,948.98,1182.8,1277.8,187.49,177.56,571.25,482.46,257.73,3,65,7,valley
600,gc,919.0,1049.6,1024.1,1023.7,1199.8,170.11,159.59,526.1,519.8,231.22,3,60,4,ncostl
601,gc,846.09,1086.3,1030.7,1031.7,1266.3,205.31,164.87,505.08,488.95,214.75,4,30,4,ncostl
602,gc,963.11,1038.2,986.89,908.32,1352.8,201.82,182.96,542.07,500.55,268.61,7,30,6,ncostl
603,hp,709.03,864.87,671.65,689.77,850.78,148.22,127.71,447.52,386.47,185.13,5,30,3,scostl
604,ec,762.59,888.88,832.65,1075.6,1012.2,171.08,153.88,494.96,394.03,202.15,6,40,2,scostl
605,hp,776.12,997.49,843.5,1110.1,1170.4,160.17,155.76,445.74,504.77,238.74,7,20,4,valley
606,gc,678.78,716.27,781.13,923.78,1110.0,194.6,132.82,447.84,400.42,242.36,6,40,5,scostl
607,er,599.95,755.25,701.47,822.25,861.52,123.68,123.07,344.01,417.22,201.3,5,20,5,valley
608,gc,567.86,803.25,599.87,678.64,890.78,132.41,136.79,357.68,297.94,154.44,7,60,4,mountn
609,er,736.5,1045.1,839.24,1034.4,1032.6,171.54,158.75,568.66,354.9,263.83,4,25,5,scostl
610,gc,667.62,889.2,806.49,1043.5,1008.4,161.14,151.57,522.26,458.95,199.1,2,60,4,scostl
611,gc,704.88,690.11,790.69,881.62,933.53,176.24,153.31,482.57,422.68,238.48,5,20,2,ncostl
612,ec,706.46,786.85,558.64,795.62,813.62,148.85,147.07,352.26,379.53,211.81,6,20,4,scostl
613,gc,894.15,841.72,804.85,921.54,957.58,180.7,132.07,428.0,466.39,212.22,4,45,7,valley
614,gc,644.33,740.44,841.37,940.62,894.23,173.19,122.65,468.92,430.09,196.45,4,60,6,ncostl
615,er,587.98,744.61,678.98,876.22,878.81,135.8,136.21,432.79,361.2,160.16,6,35,6,ncostl
616,gc,753.94,832.92,727.37,839.94,955.64,147.51,144.51,471.73,363.96,208.34,6,45,2,scostl
617,gr,756.01,956.91,950.21,1029.5,1060.3,193.32,138.81,548.73,420.13,241.82,4,25,5,scostl
618,gc,836.9,1069.1,959.17,1147.5,1286.0,201.69,199.23,568.68,457.56,250.41,4,50,3,valley
619,gr,702.91,956.59,697.07,1034.4,986.12,178.2,150.89,445.15,416.42,199.64,3,50,7,scostl
620,gr,630.8,909.53,797.56,1091.0,1090.3,181.6,169.8,459.91,464.42,240.97,3,40,5,valley
621,gc,842.23,1072.0,875.6,1115.1,1370.6,196.33,183.24,559.18,481.84,232.01,5,55,7,scostl
622,gc,921.07,1090.3,929.69,1134.9,1309.4,209.88,191.11,557.43,493.68,248.63,4,50,5,scostl
623,hp,807.62,920.13,966.37,1047.1,1050.0,186.07,164.79,493.3,466.54,220.55,2,55,3,scostl
624,er,968.45,861.71,855.22,812.56,1048.7,171.79,165.81,520.51,434.05,229.32,7,25,5,scostl
625,gc,791.25,931.35,1012.5,1035.7,1151.5,204.7,176.59,513.31,473.32,269.95,3,30,4,valley
626,gc,889.86,985.64,989.95,1058.1,1075.5,181.71,154.5,535.59,504.26,259.65,4,60,3,ncostl
627,gc,930.93,969.88,989.43,1007.7,1218.5,185.75,179.72,544.74,598.36,284.98,7,40,3,scostl
628,gc,800.77,863.61,889.8,1149.9,1096.4,192.28,127.16,492.96,444.5,208.06,3,25,5,valley
629,hp,703.88,905.03,752.04,857.2,896.84,133.87,149.02,465.01,393.92,152.58,4,60,5,ncostl
630,hp,826.73,1008.1,898.96,1080.8,1100.8,183.11,181.08,471.82,423.51,267.19,3,50,5,valley
631,er,777.62,1033.3,957.5,1046.1,1390.3,223.72,188.48,535.42,469.46,234.31,5,25,6,valley
632,gc,642.43,906.52,855.12,1041.3,962.08,150.93,151.02,469.75,434.82,232.29,6,55,2,mountn
633,gc,611.58,927.2,734.98,787.26,1062.0,152.59,132.76,511.49,416.86,237.79,2,25,3,valley
634,gc,857.84,900.82,916.63,1044.4,1176.5,228.34,174.82,519.9,509.15,271.01,3,35,6,ncostl
635,er,722.55,891.89,715.17,864.59,871.77,168.16,144.6,377.48,354.56,202.35,3,45,6,scostl
636,gc,855.49,998.71,935.99,1140.6,1180.0,196.81,166.37,520.81,457.38,241.65,5,35,4,scostl
637,er,804.4,903.54,742.38,790.9,961.02,138.35,171.36,472.2,387.15,181.62,5,45,2,scostl
638,gr,958.27,1136.7,1031.9,1349.1,1255.8,210.57,187.21,597.92,521.36,254.63,6,35,6,ncostl
639,gr,775.28,924.35,893.72,962.02,1091.8,172.06,167.11,461.09,432.55,237.98,7,35,7,ncostl
640,ec,829.51,1043.9,963.27,1022.8,1198.8,189.62,157.54,412.59,460.32,241.95,4,30,5,mountn
641,hp,885.93,992.28,929.64,956.26,1117.1,186.08,178.77,581.59,482.94,247.29,7,55,7,mountn
642,gc,675.55,697.83,585.57,893.77,872.03,163.5,127.55,399.65,357.16,188.6,6,50,5,valley
643,gc,842.6,890.04,750.95,928.03,920.14,134.33,161.83,478.52,463.4,206.17,4,40,3,ncostl
644,gc,609.83,903.63,812.22,809.48,851.15,120.1,154.66,320.93,361.48,198.87,7,65,6,scostl
645,gc,647.73,894.4,758.11,888.6,936.23,145.75,114.13,334.65,299.47,212.54,3,65,6,scostl
646,gc,940.11,1137.5,743.61,1148.6,1121.2,176.97,169.89,531.48,457.97,238.24,7,65,3,ncostl
647,gc,723.83,806.87,843.75,1032.6,970.09,164.17,136.46,493.24,405.83,190.9,4,20,7,scostl
648,gc,777.97,995.99,832.71,1060.5,986.89,187.42,155.9,402.13,454.66,230.29,5,60,4,ncostl
649,gc,795.93,921.56,883.66,941.14,995.73,173.79,155.82,484.65,413.23,212.25,2,55,2,scostl
650,gr,743.64,999.02,659.89,868.58,997.42,162.18,162.48,377.8,428.54,198.23,7,40,4,scostl
651,gc,903.95,1038.1,862.05,1090.6,1044.6,147.97,165.05,458.22,413.57,215.13,5,35,2,ncostl
652,gc,675.86,846.26,713.58,840.77,980.14,125.42,133.53,404.25,438.52,179.65,5,45,3,valley
653,gc,643.95,696.78,674.08,768.89,1101.8,145.32,135.53,409.82,359.36,169.72,7,65,3,ncostl
654,gc,742.98,928.89,903.33,954.37,1025.3,155.19,140.73,434.41,477.42,227.97,3,40,2,scostl
655,gr,899.08,1008.2,971.93,1147.0,1227.4,192.6,172.26,494.0,474.98,261.52,4,55,2,valley
656,hp,803.73,985.13,869.19,992.79,1071.3,183.14,174.88,553.14,473.84,226.25,6,30,5,valley
657,gc,758.45,909.5,759.99,1002.5,1078.5,159.94,126.98,371.27,439.96,213.4,2,20,5,valley
658,er,820.05,935.95,1001.4,983.94,1143.3,158.13,149.85,477.79,454.57,211.64,4,30,6,valley
659,er,872.59,937.99,890.89,959.85,1043.4,147.32,148.45,563.66,427.27,232.72,6,25,3,valley
660,ec,676.39,689.08,691.08,963.57,874.4,138.08,133.48,416.76,353.6,214.67,3,65,6,scostl
661,gc,786.8,1086.0,1000.2,1141.8,1064.3,209.64,181.86,545.33,493.47,287.41,7,60,7,valley
662,gc,910.74,954.3,928.53,1015.8,1048.8,188.52,181.48,491.62,453.93,274.26,3,35,6,mountn
663,gc,581.17,693.59,744.26,835.2,823.61,148.42,135.36,411.76,367.7,177.07,2,40,3,scostl
664,gc,619.49,755.03,769.61,546.82,789.78,140.08,132.18,319.1,368.98,181.11,7,60,5,scostl
665,er,947.79,877.02,695.65,1110.7,1128.4,158.67,160.17,494.31,435.7,220.54,4,35,2,valley
666,er,845.77,1139.8,925.62,1155.0,1432.1,221.06,165.22,571.15,516.58,236.98,6,55,6,ncostl
667,gr,609.8,689.09,540.34,808.75,787.23,145.41,108.11,428.02,443.07,209.65,5,60,3,scostl
668,gc,672.21,722.94,756.41,750.42,812.24,183.95,117.15,392.05,313.18,187.57,3,55,6,ncostl
669,gc,595.35,816.93,783.54,717.88,826.26,137.9,133.47,433.12,397.52,192.95,6,65,2,ncostl
670,gc,693.18,856.47,898.77,1068.3,984.17,162.64,149.26,437.47,395.29,198.91,3,40,4,mountn
671,gc,860.56,961.14,967.99,1038.8,1089.9,183.07,171.3,557.5,430.4,238.55,3,50,4,mountn
672,gc,919.09,944.3,886.9,1071.4,1205.6,190.12,171.39,531.35,445.55,229.34,6,40,6,scostl
673,gc,894.8,968.38,847.18,1006.7,1079.8,171.38,181.73,508.04,455.37,201.83,4,40,5,scostl
674,gc,628.61,845.36,849.72,769.29,910.31,162.06,129.58,332.26,353.19,228.16,4,50,7,scostl
675,gc,785.96,1005.4,856.24,1070.4,1247.9,183.03,185.13,564.5,482.15,238.53,2,35,3,scostl
676,ec,693.74,995.11,642.63,731.88,764.26,154.09,122.4,412.34,326.78,165.63,5,55,5,valley
677,gc,774.86,916.92,866.05,1015.1,979.96,137.55,148.29,485.0,358.62,218.84,4,55,2,ncostl
678,gr,832.33,950.04,1055.4,810.16,1184.7,152.64,161.81,519.26,436.89,221.39,6,60,4,scostl
679,ec,699.28,833.54,697.8,796.53,877.5,140.61,130.33,424.96,380.75,208.88,6,30,3,scostl
680,gc,964.55,1076.4,908.76,847.51,1243.5,172.97,159.01,508.06,498.2,238.44,7,25,3,valley
681,gc,597.98,805.99,647.81,755.58,787.13,126.78,114.09,398.59,328.74,199.78,4,65,2,scostl
682,gc,902.31,970.22,936.67,1081.3,1118.8,182.4,147.81,476.52,483.74,222.65,2,50,5,scostl
683,er,703.55,733.99,728.42,721.17,865.1,141.15,149.97,467.25,374.05,192.44,4,25,5,scostl
684,gc,992.59,1268.2,1071.6,1211.3,1337.3,208.11,190.44,558.45,514.35,261.85,4,60,4,scostl
685,gr,708.31,1081.3,841.01,882.97,1154.7,175.8,151.72,492.38,435.43,215.96,3,60,5,mountn
686,hp,874.42,956.61,872.52,1070.3,1173.1,198.63,145.68,567.42,455.55,233.05,7,50,7,scostl
687,gc,613.79,988.96,811.59,918.63,897.44,164.8,121.27,452.76,385.36,209.28,7,30,3,scostl
688,er,722.62,823.51,832.83,980.37,961.27,159.51,153.24,541.93,409.15,215.69,5,20,7,scostl
689,gc,769.08,935.43,805.93,1055.3,925.48,163.88,125.71,456.94,497.21,214.82,6,60,6,ncostl
690,gr,723.49,862.54,804.09,948.8,988.55,170.58,137.81,481.27,434.92,211.73,5,55,4,valley
691,gc,729.01,901.56,757.29,1057.2,1179.1,159.26,146.82,533.54,432.11,223.69,6,40,4,mountn
692,gr,741.37,957.68,806.64,1035.7,989.46,153.42,174.08,522.26,382.73,202.38,3,50,4,valley
693,gc,786.69,980.37,989.91,934.7,1117.4,190.46,174.04,570.33,480.18,263.63,7,30,2,ncostl
694,gc,797.65,883.95,735.66,935.97,797.98,170.57,150.91,438.26,452.58,186.55,5,50,4,scostl
695,gc,913.19,1086.6,986.63,1037.5,1126.5,181.13,157.94,506.68,468.43,257.94,7,50,6,scostl
696,er,828.0,954.03,942.38,763.22,1009.9,194.11,165.31,502.01,453.72,229.6,5,40,5,scostl
697,gc,753.77,998.17,864.34,941.28,1070.6,187.31,138.31,456.14,420.42,225.14,5,40,6,ncostl
698,er,824.96,757.3,651.13,903.4,991.34,147.9,135.63,471.63,442.74,165.32,4,60,5,mountn
699,gc,742.91,1083.6,903.5,1010.3,1091.2,161.72,149.13,494.86,419.83,234.18,5,65,4,valley
700,gc,802.47,875.83,859.43,1079.4,1125.8,187.45,147.47,509.41,467.43,218.59,4,20,2,scostl
701,gc,643.26,710.16,769.25,989.82,932.94,178.94,151.65,407.04,405.88,176.83,7,55,3,valley
702,gc,1041.9,1204.8,954.01,1182.3,1377.1,174.84,199.18,564.59,522.89,228.67,6,65,5,scostl
703,gc,618.67,871.76,813.74,995.25,927.47,147.06,130.46,429.65,355.19,168.67,2,35,2,valley
704,gc,733.83,909.52,892.58,936.07,1053.8,181.58,163.71,415.35,515.09,252.65,5,40,2,ncostl
705,gc,907.2,951.39,931.25,1165.6,1084.8,199.46,167.06,559.28,516.85,255.89,5,55,2,valley
706,gc,782.29,949.53,894.27,885.07,1104.3,171.62,159.7,442.37,427.36,227.49,7,65,6,ncostl
707,gc,971.94,1007.1,953.21,1126.4,1096.6,192.59,163.23,553.71,506.31,232.09,4,65,4,ncostl
708,hp,994.94,1134.2,997.82,1147.5,1254.2,182.99,188.78,571.47,518.61,250.21,7,45,3,valley
709,gc,854.65,1028.0,1014.3,1125.5,1228.7,175.7,170.13,481.12,480.82,226.22,6,35,7,valley
710,gc,764.61,779.63,810.73,955.16,1175.0,177.66,151.56,415.32,424.2,188.03,5,40,5,ncostl
711,gc,863.04,1043.1,990.83,1178.9,1314.1,189.02,155.69,491.37,505.48,244.85,7,65,3,scostl
712,gc,571.89,733.41,797.85,770.68,877.64,134.6,144.22,375.86,372.92,215.11,7,45,2,scostl
713,gc,715.32,711.33,856.09,803.48,858.88,165.67,119.85,390.37,399.72,211.01,6,35,3,ncostl
714,er,836.39,917.48,909.6,957.06,1121.3,174.59,185.39,472.7,420.36,242.65,7,40,2,scostl
715,gc,907.17,911.74,865.73,1148.8,1255.0,185.81,174.02,430.49,482.67,205.02,6,35,2,scostl
716,ec,1039.0,1084.2,961.1,1051.9,1141.1,199.83,149.39,511.18,500.78,266.56,2,50,6,valley
717,gc,666.31,819.6,693.62,961.04,931.17,136.34,134.26,406.13,428.97,191.15,7,65,4,ncostl
718,gc,791.76,911.11,1025.5,1137.6,1116.2,185.23,169.74,455.78,499.5,256.81,5,60,5,ncostl
719,gr,911.12,1100.3,1105.2,1204.4,1198.5,183.82,180.55,548.65,455.56,252.56,3,55,2,ncostl
720,ec,927.58,1056.7,879.19,1217.2,1279.0,209.43,154.05,575.97,502.16,264.5,4,50,3,scostl
721,gr,796.63,1068.7,908.63,951.0,1126.3,200.82,179.5,578.14,476.69,255.8,7,65,4,valley
722,gc,654.39,767.29,727.02,919.33,859.35,135.32,110.76,370.23,313.96,197.28,5,45,7,scostl
723,gc,695.16,836.18,797.01,1033.8,989.72,161.87,118.52,473.35,341.09,203.17,3,30,7,scostl
724,gc,731.04,835.16,745.47,888.24,1020.2,174.85,144.33,426.45,421.85,227.45,2,25,6,ncostl
725,gr,642.31,831.22,809.28,983.48,532.32,152.53,138.43,397.97,343.45,187.84,2,50,7,scostl
726,gr,1017.0,1143.4,1159.3,1360.1,1312.1,215.5,205.71,598.1,536.89,303.63,6,30,3,valley
727,gc,703.64,728.62,756.24,693.3,1041.1,167.71,150.25,408.16,349.93,200.16,3,65,2,mountn
728,gr,924.57,1000.9,954.62,984.76,1166.1,201.8,162.97,553.42,409.48,232.46,6,25,3,scostl
729,gc,803.4,898.97,819.22,1011.0,1069.2,198.2,166.45,441.6,499.26,240.53,5,25,6,ncostl
730,gc,659.4,985.27,712.96,1061.7,1113.8,152.6,141.56,416.75,428.23,226.34,3,55,3,ncostl
731,gc,981.38,954.73,948.08,1178.0,1430.2,214.81,190.84,526.84,562.91,288.67,2,60,6,scostl
732,gc,852.54,883.88,861.77,941.51,1173.3,177.59,158.2,513.62,473.26,226.05,7,35,2,mountn
733,gc,765.75,867.64,758.1,940.57,915.45,148.34,135.3,487.46,402.88,241.5,7,45,4,ncostl
734,er,721.69,1115.1,883.04,857.93,916.53,167.89,160.32,450.27,466.69,230.16,5,20,5,scostl
735,hp,738.5,1020.6,870.75,1007.3,1012.2,159.97,166.46,515.21,484.83,253.63,2,30,7,mountn
736,gr,846.48,1127.2,860.79,1023.3,1190.8,190.04,164.06,538.42,457.65,239.17,3,60,3,ncostl
737,gc,850.5,870.88,808.62,1139.4,1101.6,196.08,157.05,467.04,510.48,215.36,3,45,7,ncostl
