wk_strt_dt,yr_nbr,qtr_nbr,prd,wk_nbr,wk_in_yr_nbr,mdip_dm,mdip_inst,mdip_nsp,mdip_auddig,mdip_audtr,mdip_vidtr,mdip_viddig,mdip_so,mdip_on,mdip_em,mdip_sms,mdip_aff,mdip_sem,mdsp_dm,mdsp_inst,mdsp_nsp,mdsp_auddig,mdsp_audtr,mdsp_vidtr,mdsp_viddig,mdsp_so,mdsp_on,mdsp_sem,sales,me_ics_all,me_gas_dpg,st_ct,mrkdn_valadd_edw,mrkdn_pdm,va_pub_0.15,va_pub_0.2,va_pub_0.25,va_pub_0.3,hldy_Black Friday,hldy_Christmas Day,hldy_Christmas Eve,hldy_Columbus Day,hldy_Cyber Monday,hldy_Day after Christmas,hldy_Easter,hldy_Father's Day,hldy_Green Monday,hldy_July 4th,hldy_Labor Day,hldy_MLK,hldy_Memorial Day,hldy_Mother's Day,hldy_NYE,hldy_New Year's Day,hldy_Pre Thanksgiving,hldy_Presidents Day,hldy_Prime Day,hldy_Thanksgiving,hldy_Valentine's Day,hldy_Veterans Day,seas_prd_1,seas_prd_2,seas_prd_3,seas_prd_4,seas_prd_5,seas_prd_6,seas_prd_7,seas_prd_8,seas_prd_9,seas_prd_12,seas_week_40,seas_week_41,seas_week_42,seas_week_43,seas_week_44,seas_week_45,seas_week_46,seas_week_47,seas_week_48
2016-08-14,2016,3,7,3,29,4691898,7004666,381584,723537,12027456,4679169,700766,13633161,2464220,3862175,0,158896,207439,464688.65,54198.95,71360.01,4733.63,151341.73,71656.65,7910.94,35890.76,114844.22,485503.95,102923206.78,89.79999999999998,2.256,666.0,0.32641653285714284,0.31105245157142863,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-21,2016,3,7,4,30,16513335,14053106,199786,539952,9863938,5283015,1438526,9840897,2744583,2373950,29968,299366,217860,984331.81,58450.28,52271.95,1925.28,64767.54,133754.87,28188.01,38741.95,237628.07,602316.44,108513225.54,89.79999999999998,2.299,666.0,0.3506057227142857,0.31060208442857146,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-28,2016,3,8,1,31,4975480,15995233,782846,575490,13924645,17501746,1268483,15862857,3322611,3712149,89579,280582,225913,724748.75,149618.38,108934.87,3913.15,85270.01,283034.42,25219.45,18034.83,282179.52,384969.2,115056568.23,91.20000000000002,2.341,666.0,0.349823531,0.3118976254285714,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-09-04,2016,3,8,2,32,11450638,10624366,1109071,1058502,38792775,14316891,859424,13785700,3610561,4922169,29739,234087,245616,764365.96,126800.4,150019.15,2219.16,235586.48,133937.18,29129.07,33498.98,327533.99,414857.75,75518111.47,91.20000000000002,2.329,666.0,0.3695344794285714,0.3118612737142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-09-11,2016,3,8,3,33,17703287,9440000,1591579,729799,16521120,9687659,309255,27047436,6392028,2362242,59446,299722,133168,592454.74,18272.73,109076.14,2412.83,149704.32,124984.72,6045.4,43443.48,318266.31,348335.87,68229325.69,91.20000000000002,2.31,666.0,0.3511885492857143,0.3119541752857143,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-09-18,2016,3,8,4,34,16743886,1116546,435356,713041,18006481,18787002,1420937,23866452,3567678,3401374,87036,279734,220093,2409895.71,47097.8,125286.26,2283.2,69372.99,225935.41,42407.39,25507.12,169059.04,529179.6,62915357.98,91.20000000000002,2.3330000000000006,666.0,0.3452695204285714,0.3100401325714285,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-09-25,2016,3,8,5,35,9699946,6269440,497086,1096023,11924315,7660482,1737117,19347362,7153109,3686232,44845,417657,235782,682478.84,50618.94,91954.89,3004.15,126336.4,218553.47,41556.29,24143.12,317086.17,329883.3,80091189.52,91.20000000000002,2.334,666.0,0.4017879702857143,0.3122973351428571,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-10-02,2016,3,9,1,36,10220766,7493546,1119198,570838,10671612,6030900,3026814,15841223,6334927,3991684,65060,300084,256567,534123.27,66543.96,176858.46,1680.04,67202.89,104187.31,39173.61,54446.19,161783.92,399601.15,68618219.82,87.20000000000002,2.354,666.0,0.3880021815714286,0.31195166785714284,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-10-09,2016,3,9,2,37,104473,4034986,680384,573660,11601477,6126512,1057131,28576006,4100627,2549363,58865,190749,262409,47215.59,78224.04,84466.07,1677.08,73362.0,98747.49,37100.35,135520.23,323700.52,434219.88,69966642.38,87.20000000000002,2.381,665.0,0.3834666391428571,0.3095028207142857,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-10-16,2016,3,9,3,38,18781989,1464960,645470,952863,14464914,5349411,690477,25425196,3152295,4758826,45372,212139,261459,1312056.51,54778.4,128694.67,1844.36,97071.01,98926.85,11189.24,113743.06,152512.73,684083.01,121312405.05,87.20000000000002,2.3670000000000004,665.0,0.38895766,0.30879607442857143,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-10-23,2016,3,9,4,39,9196016,5086320,520631,1154758,12497583,8170862,909946,24843108,2924623,5289180,45048,200581,286416,402987.61,56047.11,54539.93,1791.58,74023.88,55822.6,16340.84,112340.19,141006.24,484586.59,110198692.88,87.20000000000002,2.353,665.0,0.395245706,0.31026082128571425,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-10-30,2016,4,10,1,40,2437155,13633280,590083,1154960,13631538,5268543,1273274,12800682,6250798,4625198,50403,174326,168175,640132.7,86783.97,83652.66,6510.16,78879.26,71784.79,21744.06,259463.61,175959.56,521756.19,109784965.94,93.79999999999998,2.341,665.0,0.3886845525714286,0.3105258767142858,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016-11-06,2016,4,10,2,41,1528064,19770753,1946706,897990,15172313,9538565,1838613,15128584,7934499,4974057,0,188075,193217,1325468.33,101439.84,216329.27,2942.76,159031.12,243147.27,32183.29,275269.3,399241.56,1182797.08,69495018.46,93.79999999999998,2.345,665.0,0.3951444670000001,0.3121473985714286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-11-13,2016,4,10,3,42,23342889,17420880,1332313,1636545,22798185,15035080,1926157,28763568,9600362,7208236,59420,624761,463373,1366941.5,124240.64,115733.1,3408.55,145433.84,356995.7,67821.64,338496.73,508278.98,1138013.94,174019427.77,93.79999999999998,2.298,665.0,0.4592679732857143,0.31271393157142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-11-20,2016,4,10,4,43,600592,34793593,1084460,788270,46492646,21575270,2238728,33623249,12731320,4806636,51357,615488,721016,59313.96,419609.64,361914.91,2899.89,139059.45,297054.69,56508.06,573355.55,444669.29,3134565.13,265788168.07,93.79999999999998,2.269,665.0,0.4903494388571429,0.3124568655714285,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-11-27,2016,4,11,1,44,17763947,21120000,1375156,980233,45982295,9754115,1194568,25037684,6301751,4382768,43609,916174,470108,2355608.33,63230.35,111781.5,3958.38,88746.1,348645.15,46452.99,232823.24,573219.18,2441061.22,151062046.75,98.20000000000002,2.268,665.0,0.4792376715714286,0.315499675,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-12-04,2016,4,11,2,45,20367188,27053760,1001139,1308323,79965564,34771458,3768973,16348500,9503382,7996149,60654,651720,395089,1105873.6,102413.37,213650.51,8808.28,148687.84,407887.51,81714.58,327829.09,528740.65,2852133.42,259719662.78,98.20000000000002,2.3209999999999997,665.0,0.4434823672857142,0.31236907757142857,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-12-11,2016,4,11,3,46,23124243,49426560,1319864,1139090,65942853,32430617,2781485,35946512,8824776,7688429,104686,401884,382260,906122.25,164451.2,126884.88,7548.02,111669.22,656573.33,104352.44,143930.42,283347.03,1419968.89,154023467.97,98.20000000000002,2.347,665.0,0.4522185268571429,0.3153660412857143,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-12-18,2016,4,11,4,47,21222184,14164640,980960,1612325,90665385,27819882,2831593,27756427,4571644,4935546,157543,252038,288060,2028217.51,123762.13,383258.47,9768.67,152060.54,535978.7,37679.55,298601.25,412173.88,749881.58,189536481.14,98.20000000000002,2.375,665.0,0.39715165357142856,0.31689603257142857,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016-12-25,2016,4,11,5,48,1886123,16551920,1046397,2986863,44792662,21614564,1505214,19743057,4665063,5463466,31043,537476,274201,216536.92,119702.92,279412.64,10100.42,297860.4,228445.2,18915.88,244872.65,198045.53,502699.22,99669934.27,98.20000000000002,2.419,665.0,0.42001827442857137,0.31669318500000004,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017-01-01,2016,4,12,1,49,2083452,5153280,646958,382035,21063047,2363279,10703,14135987,4548081,2014989,106187,284257,221129,212827.47,31615.0,165686.71,2437.52,105422.49,35981.87,102.29,65304.96,94902.09,420628.98,104023957.59,98.5,2.485,665.0,0.3742154238571429,0.3112616281428572,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-01-08,2016,4,12,2,50,7517249,2883346,413912,112608,3216804,2817202,392551,24035827,1887793,3512453,93005,420219,295307,1007081.94,40626.16,89072.07,1034.04,36460.48,72210.89,7903.7,63554.96,69863.29,549775.19,96574619.29,98.5,2.496,665.0,0.3658828985714286,0.30900924628571425,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-01-15,2016,4,12,3,51,20870480,7487480,610307,146508,16100998,0,179773,20536036,1989898,1892353,106404,360400,293265,985800.74,47913.78,81406.52,608.26,54133.36,0.0,4462.5,136631.61,78790.65,371673.24,52057906.0,98.5,2.467,665.0,0.369938923,0.3113470178571429,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-01-22,2016,4,12,4,52,814642,71040,496728,537495,8944727,2773300,104867,34156906,2291893,3477362,78828,331536,290764,869958.33,4907.5,63944.57,2658.66,45821.71,27014.37,6019.4,137187.29,164161.88,692021.67,84864091.63,98.5,2.436,665.0,0.3404619352857143,0.3102791578571429,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-01-29,2017,1,1,1,1,3736310,15332640,150596,621402,17763315,6956005,534472,14617236,1143036,2757936,0,430638,177026,321094.17,70816.51,34731.11,1836.49,56184.09,72855.59,9554.24,85844.85,98321.84,721381.49,100451183.71,96.29999999999998,2.408,665.0,0.3905513794285714,0.3124724914285714,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-05,2017,1,1,2,2,15521000,5362793,402146,1790321,27626338,18678447,1275661,19686273,1418622,2473221,39727,366727,180195,793715.64,67345.18,93142.22,3100.03,187228.53,159550.42,24650.77,53001.49,65595.46,380430.11,66227975.58,96.29999999999998,2.405,665.0,0.3753444857142857,0.3149133812857143,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-12,2017,1,1,3,3,341673,22473840,576676,448813,14006382,13587369,1117010,20879692,2170201,4411017,79866,196277,275437,157192.64,146432.88,83437.88,2679.96,149665.62,102169.53,23861.78,51093.86,93605.84,353315.55,109866157.77,96.29999999999998,2.418,665.0,0.35848464814285713,0.3169228142857143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-19,2017,1,1,4,4,628242,24108960,65703,937480,22513861,9884673,923347,9713671,2095554,2299294,35030,213114,162355,354843.36,104715.05,7833.19,2780.04,135220.5,102781.25,9836.83,83089.04,92512.09,653517.83,109305541.44,96.29999999999998,2.414,665.0,0.3343111304285714,0.3132819458571429,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-26,2017,1,2,1,5,6296679,3749920,329261,981499,21701059,8699474,1065834,6759156,1438829,4506850,80363,430690,277198,380885.17,26963.29,73577.39,2625.97,68060.55,85245.27,11707.63,65827.95,77863.21,636753.88,64020794.79,96.9,2.427,665.0,0.312269764,0.3133261537142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-05,2017,1,2,2,6,4618072,3661653,1000002,499702,8551063,6848111,86792,18152445,1938151,3441951,40398,157257,152916,595291.09,35033.42,80075.92,2324.0,80065.86,146962.03,3868.07,53907.14,227815.82,583264.98,90067292.47,96.9,2.4520000000000004,665.0,0.3238454298571428,0.3132485062857143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-12,2017,1,2,3,7,13913698,2700600,144422,980298,20328989,9660466,261978,22470056,2169953,6121253,70646,213281,282254,337251.26,16822.56,31330.42,2594.08,109302.59,71861.31,9609.29,65567.41,264341.8,769217.81,127073880.4,96.9,2.4340000000000006,665.0,0.3544526807142857,0.3142367837142857,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-19,2017,1,2,4,8,16419465,8354160,98862,1747887,16406064,5290809,1111291,21570072,2414101,6981623,63836,157677,287859,1474481.78,35924.52,18177.57,4905.79,160122.2,120443.66,25306.58,60383.86,284508.48,461027.02,67672459.41,96.9,2.4330000000000003,662.7142857142858,0.3591750468571428,0.3155474534285715,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-26,2017,1,2,5,9,3943989,10453680,539045,1650612,19693114,8574120,1695731,20320837,4530518,2400071,40449,341336,169653,345688.18,105262.19,118178.53,4378.56,71526.49,66199.08,21423.35,93006.99,158879.82,703230.01,124073331.44,96.9,2.4280000000000004,651.8571428571429,0.3892302070000001,0.31759730471428577,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-02,2017,1,3,1,10,18122190,5492480,359992,1477679,15273740,5939590,4847003,9755086,2950798,4323430,23753,193774,275759,587199.26,24994.76,117617.59,4874.89,121327.42,198491.68,56138.94,129480.69,281687.62,717622.37,112436155.09,97.0,2.471,601.0,0.37075423671428576,0.3160745915714286,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-09,2017,1,3,2,11,159171,18226400,184975,1956534,47023313,7762717,866703,10663744,5391207,4454014,65739,186739,148408,67191.78,70981.43,67898.37,5521.59,180033.45,65282.2,16491.06,132336.46,270906.27,630647.79,68505073.43,97.0,2.5340000000000003,601.0,0.3554865588571429,0.3176018938571428,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-16,2017,1,3,3,12,16798271,1809920,170538,1089217,12519695,2523071,967064,17079985,4389780,3956380,66168,191458,247047,1148043.82,19711.54,7763.45,2848.39,72725.66,30639.02,20255.34,70831.2,242894.34,366495.04,89370191.65,97.0,2.546,601.0,0.35262477757142857,0.3133648317142857,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-23,2017,1,3,4,13,2682953,9300640,192466,376559,4239424,2759814,805565,12173851,4170864,2268818,81883,351815,291945,660338.72,45647.24,35660.82,1390.93,25088.19,37274.77,19030.86,86829.12,237939.99,510237.91,135435178.34,97.0,2.5590000000000006,601.0,0.33993180742857143,0.3133532982857143,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-30,2017,2,4,1,14,848102,4762544,261384,1027668,10542486,5910725,867957,21064047,5016139,3033045,41136,242197,354093,877154.1,39307.69,52021.47,3548.7,90468.93,201340.57,32809.68,61858.01,304838.68,1202894.7,82601539.99,97.1,2.522,601.8571428571429,0.3847045628571428,0.3162963364285714,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-07,2017,2,4,2,15,9366780,18313610,557248,1204664,11506755,22661437,2238972,12009046,2849127,3453806,125296,373964,172365,508618.45,61208.05,120315.17,3765.4,133871.26,251405.41,30105.29,153491.86,293172.92,755784.64,88817326.0,97.1,2.4839999999999995,602.0,0.3706747611428572,0.3149529575714286,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-14,2017,2,4,3,16,9460767,7508010,227421,417326,7235628,3537250,563369,14882425,3302839,3657683,85008,335238,135351,1228916.78,36542.61,68792.51,1209.4,74527.5,100948.27,11171.54,92318.08,130837.84,504709.72,110955881.78,97.1,2.4809999999999994,602.0,0.3306519731428572,0.3132421381428571,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-21,2017,2,4,4,17,6224167,5420943,664547,2609025,34850822,5690823,1240821,27180232,4248529,4365830,42605,188538,149792,462110.32,52510.69,48855.03,4671.22,216540.78,126678.67,14977.91,143538.32,141746.68,676881.4,66713703.48,97.1,2.51,602.0,0.3329236648571429,0.3179217714285714,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-28,2017,2,5,1,18,1658950,11615671,543017,1132405,13370539,5085041,1058968,10395381,3378050,2365790,49979,296810,163119,245933.3,56545.36,30124.17,6730.72,60987.3,82369.17,11403.0,140559.87,197599.31,488594.32,126855437.7,95.0,2.5160000000000005,602.0,0.34861332,0.3212221035714285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-04,2017,2,5,2,19,1495678,17882420,189079,1377335,24560204,10246674,1200578,21672816,6044440,4379173,75351,269141,151305,722389.05,87484.46,24938.28,4435.52,91044.83,81592.07,12830.7,158190.64,357704.95,370510.88,62043461.44,95.0,2.525,602.0,0.3359436997142857,0.3184314875714285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-11,2017,2,5,3,20,23270306,21044251,203961,2180080,31121155,15707896,1093677,19363536,6711841,5365366,129866,232519,166690,527098.78,111906.61,36235.89,7716.68,119288.03,489600.39,34380.74,173940.66,423806.0,781041.25,87506384.26,95.0,2.479,602.0,0.36969858257142857,0.3213155667142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-18,2017,2,5,4,21,5010430,3184910,71741,915183,12807292,3222605,168094,17090955,5090040,4516274,60496,287830,141185,569171.64,30788.2,6764.13,3146.88,118251.89,33450.42,5709.74,89624.25,189096.01,671720.53,103684251.87,95.0,2.4330000000000003,602.0,0.3556531601428571,0.3233189627142857,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-25,2017,2,5,5,22,22376,8576005,486227,1115065,37912084,6393256,1077849,16285659,6023860,3926128,0,212243,144357,18125.4,84124.87,66689.5,5648.49,187124.6,66769.64,12844.2,167519.91,178468.3,411612.21,102726814.42,95.0,2.404,601.7142857142858,0.3558861517142858,0.32262241142857145,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-02,2017,2,6,1,23,1368278,8950170,407578,1918127,49081957,7164229,595891,16386966,5001583,2626600,110507,369127,147498,367222.52,41986.8,64350.92,7574.07,146068.5,80983.44,10929.89,147600.18,111767.86,698709.17,68125799.04,93.4,2.376,600.0,0.3786232407142857,0.3219629057142857,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-09,2017,2,6,2,24,0,3184908,96474,1041585,8899991,2479444,858889,12406768,3099193,3388026,51837,486766,151217,14752.73,45865.28,19187.11,4205.75,88244.91,50895.19,17100.23,75520.86,210932.49,625994.6,107831379.52,93.4,2.411,600.0,0.410519625,0.32582842414285723,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-16,2017,2,6,3,25,20102588,4094884,61136,1344765,16850413,1464075,343555,20315594,2591509,4781771,133957,279829,127055,885887.34,26992.01,4465.39,3811.05,58469.19,10691.23,6840.09,76186.31,204585.88,287412.84,55684791.55,93.4,2.392,600.0,0.3570682980000001,0.32300545985714285,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-23,2017,2,6,4,26,2114043,3224481,86114,1470359,27014803,1548828,72803,20649130,4383652,3298068,134569,149959,234368,629135.52,31054.83,7298.93,8321.18,88317.56,9015.84,1591.3,99915.69,121218.53,362756.02,54010896.88,93.4,2.426,600.0,0.3541021442857143,0.32254978314285715,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-30,2017,3,7,1,27,7145681,7410880,234047,772513,12068845,8514437,1700995,17047572,2980056,2393465,90355,317737,266311,598897.06,69033.34,91445.93,2867.47,130388.08,93093.76,17910.58,72887.43,170322.05,725328.85,114221272.29,96.79999999999998,2.467,600.0,0.3444428657142858,0.3240530054285714,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-06,2017,3,7,2,28,42549,16080320,283869,3845767,15472071,7529256,1777880,19102693,2180328,3290906,136259,176123,137423,27535.35,94850.81,95247.24,11583.65,82796.98,91874.26,17506.1,80951.06,126712.69,363711.72,103941494.7,96.79999999999998,2.4920000000000004,600.0,0.3125870435714286,0.32452406042857146,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-13,2017,3,7,3,29,2561516,8767080,137751,4121562,15980903,7644453,1198511,21336541,2689212,4448338,53568,311712,220319,416588.81,45136.16,51437.66,7090.0,60809.35,110345.99,21142.23,156494.62,251938.23,503028.6,98364761.95,96.79999999999998,2.497,600.0,0.32592045542857145,0.32255059428571425,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-20,2017,3,7,4,30,6986180,3389120,86686,982267,14494493,586364,495734,16935867,3173951,2155335,53894,173078,217686,1480877.13,18277.13,8872.59,3557.31,53411.44,18500.86,8600.36,55762.92,293888.82,302972.74,54894314.06,96.79999999999998,2.474,600.0,0.3131446557142857,0.3214999311428572,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
